scaffold position lg old_lg distance_min distance_max
HiC_scaffold_24 8286323 24 20 23 26
HiC_scaffold_24 8016360 24 20 23 26
HiC_scaffold_24 7766742 24 20 27 29
HiC_scaffold_24 7715192 24 20 27 29
HiC_scaffold_24 7178539 24 20 27 29
HiC_scaffold_24 7715060 24 20 27 29
HiC_scaffold_24 7500576 24 20 27 29
HiC_scaffold_24 5709746 24 20 29 31
HiC_scaffold_24 6766506 24 20 29 31
HiC_scaffold_24 5709738 24 20 29 31
HiC_scaffold_24 5330630 24 20 29 32
HiC_scaffold_24 5479009 24 20 31 31
HiC_scaffold_24 5330887 24 20 32 32
HiC_scaffold_24 4395073 24 20 32 34
HiC_scaffold_24 4490033 24 20 32 34
HiC_scaffold_24 4395073 24 20 32 34
HiC_scaffold_24 3405012 24 20 37 37
HiC_scaffold_24 2662361 24 20 37 37
HiC_scaffold_24 2662175 24 20 37 37
HiC_scaffold_24 1682331 24 20 39 39
HiC_scaffold_24 1141662 24 20 39 41
HiC_scaffold_6 5429975 6 21 0 0
HiC_scaffold_6 377903 6 21 0 12
HiC_scaffold_6 1508050 6 21 12 13
HiC_scaffold_6 124359 6 21 13 15
HiC_scaffold_6 3732383 6 21 15 20
HiC_scaffold_6 4397164 6 21 20 21
HiC_scaffold_6 3558149 6 21 21 23
HiC_scaffold_6 3282720 6 21 20 23
HiC_scaffold_6 3282897 6 21 21 23
HiC_scaffold_6 3563002 6 21 20 23
HiC_scaffold_6 3558420 6 21 21 23
HiC_scaffold_6 6366648 6 21 21 26
HiC_scaffold_6 3443780 6 21 21 23
HiC_scaffold_6 3400408 6 21 21 23
HiC_scaffold_6 5697699 6 21 23 25
HiC_scaffold_6 4077605 6 21 23 25
HiC_scaffold_6 4077796 6 21 23 25
HiC_scaffold_6 4173096 6 21 23 25
HiC_scaffold_6 6371536 6 21 21 26
HiC_scaffold_6 4469456 6 21 25 25
HiC_scaffold_6 6351140 6 21 26 26
HiC_scaffold_6 6351524 6 21 25 26
HiC_scaffold_6 7073452 6 21 29 29
HiC_scaffold_6 7178167 6 21 29 31
HiC_scaffold_6 7544878 6 21 29 31
HiC_scaffold_6 7208635 6 21 29 31
HiC_scaffold_6 7390368 6 21 29 31
HiC_scaffold_6 8545727 6 21 31 38
HiC_scaffold_6 8546020 6 21 31 38
HiC_scaffold_6 9935940 6 21 38 45
HiC_scaffold_6 10758619 6 21 45 50
HiC_scaffold_6 11294892 6 21 45 49
HiC_scaffold_6 11751278 6 21 50 53
HiC_scaffold_6 12230596 6 21 50 53
HiC_scaffold_8 4147839 8 22 0 0
HiC_scaffold_8 4610888 8 22 0 5
HiC_scaffold_8 4055394 8 22 0 14
HiC_scaffold_8 4611130 8 22 0 7
HiC_scaffold_8 3866292 8 22 0 7
HiC_scaffold_8 4982771 8 22 10 10
HiC_scaffold_8 5387877 8 22 10 14
HiC_scaffold_8 2818351 8 22 0 0
HiC_scaffold_8 6088830 8 22 14 16
HiC_scaffold_8 6469048 8 22 16 17
HiC_scaffold_8 6468812 8 22 16 17
HiC_scaffold_8 7089542 8 22 18 19
HiC_scaffold_8 8615349 8 22 18 19
HiC_scaffold_8 7839289 8 22 19 21
HiC_scaffold_8 8057025 8 22 19 21
HiC_scaffold_8 8087506 8 22 19 21
HiC_scaffold_8 8830562 8 22 21 22
HiC_scaffold_8 9396784 8 22 22 23
HiC_scaffold_8 10419432 8 22 23 32
HiC_scaffold_8 10095440 8 22 27 29
HiC_scaffold_8 10648743 8 22 29 32
HiC_scaffold_25 3536730 25 23 0 0
HiC_scaffold_25 1914379 25 23 0 1
HiC_scaffold_25 3055537 25 23 1 4
HiC_scaffold_25 4364014 25 23 4 6
HiC_scaffold_25 4476345 25 23 6 9
HiC_scaffold_25 4886123 25 23 6 9
HiC_scaffold_25 5710318 25 23 9 16
HiC_scaffold_25 5018230 25 23 9 12
HiC_scaffold_25 5545870 25 23 9 12
HiC_scaffold_25 6268052 25 23 13 13
HiC_scaffold_25 6366393 25 23 13 16
HiC_scaffold_25 6366027 25 23 13 16
HiC_scaffold_25 5710102 25 23 9 16
HiC_scaffold_25 8732304 25 23 21 21
HiC_scaffold_25 8641645 25 23 21 21
HiC_scaffold_25 8360103 25 23 24 24
HiC_scaffold_25 9098129 25 23 24 27
HiC_scaffold_25 8955331 25 23 24 27
HiC_scaffold_25 10349032 25 23 28 28
HiC_scaffold_25 16849493 25 23 28 30
HiC_scaffold_25 15463376 25 23 39 39
HiC_scaffold_25 15095072 25 23 30 34
HiC_scaffold_25 15095364 25 23 30 34
HiC_scaffold_25 16075970 25 23 39 39
HiC_scaffold_3 2239233 3 24 0 0
HiC_scaffold_3 2636872 3 24 0 1
HiC_scaffold_3 2707327 3 24 1 2
HiC_scaffold_3 2609137 3 24 1 2
HiC_scaffold_3 2609295 3 24 1 2
HiC_scaffold_3 2636835 3 24 1 2
HiC_scaffold_3 2077635 3 24 1 2
HiC_scaffold_3 1661572 3 24 5 5
HiC_scaffold_3 2691837 3 24 5 8
HiC_scaffold_3 887774 3 24 8 10
HiC_scaffold_3 516292 3 24 10 11
HiC_scaffold_3 1291106 3 24 8 11
HiC_scaffold_3 888367 3 24 10 11
HiC_scaffold_3 888024 3 24 10 11
HiC_scaffold_3 33396 3 24 13 16
HiC_scaffold_3 206062 3 24 13 16
HiC_scaffold_3 1031157 3 24 10 16
HiC_scaffold_3 206271 3 24 13 16
HiC_scaffold_3 4191924 3 24 16 22
HiC_scaffold_3 3375706 3 24 16 18
HiC_scaffold_3 4192221 3 24 19 22
HiC_scaffold_3 4192497 3 24 16 22
HiC_scaffold_3 4697844 3 24 22 23
HiC_scaffold_3 4436647 3 24 22 23
HiC_scaffold_3 7306681 3 24 36 37
HiC_scaffold_3 6428980 3 24 36 37
HiC_scaffold_3 6681855 3 24 36 37
HiC_scaffold_3 7631579 3 24 38 38
HiC_scaffold_3 8082994 3 24 38 40
HiC_scaffold_3 8150399 3 24 38 43
HiC_scaffold_3 8150063 3 24 38 43
HiC_scaffold_3 8082747 3 24 41 41
HiC_scaffold_3 8831249 3 24 41 43
HiC_scaffold_3 9081114 3 24 41 43
HiC_scaffold_18 140118 18 25 0 0
HiC_scaffold_18 478 18 25 0 1
HiC_scaffold_18 751 18 25 0 3
HiC_scaffold_18 699638 18 25 0 3
HiC_scaffold_18 558222 18 25 0 3
HiC_scaffold_18 558312 18 25 2 3
HiC_scaffold_18 1688950 18 25 7 7
HiC_scaffold_18 1589427 18 25 7 10
HiC_scaffold_18 1688814 18 25 7 10
HiC_scaffold_18 2628905 18 25 13 13
HiC_scaffold_18 2628905 18 25 13 13
HiC_scaffold_18 3399617 18 25 15 15
HiC_scaffold_18 3167646 18 25 15 17
HiC_scaffold_17 4842427 18 25 15 17
HiC_scaffold_18 4002890 18 25 17 23
HiC_scaffold_18 3881228 18 25 16 23
HiC_scaffold_18 4196050 18 25 17 19
HiC_scaffold_18 4060382 18 25 17 19
HiC_scaffold_18 4825672 18 25 23 23
HiC_scaffold_18 5907282 18 25 23 27
HiC_scaffold_18 5764256 18 25 23 27
HiC_scaffold_18 6471860 18 25 23 30
HiC_scaffold_18 5764256 18 25 23 27
HiC_scaffold_18 6717660 18 25 30 30
HiC_scaffold_18 7578277 18 25 30 33
HiC_scaffold_18 8518730 18 25 30 33
HiC_scaffold_18 8558040 18 25 30 33
HiC_scaffold_18 7578577 18 25 30 33
HiC_scaffold_18 10309742 18 25 42 42
HiC_scaffold_18 10282073 18 25 42 45
HiC_scaffold_13 12864111 11 26 0 0
HiC_scaffold_13 12864111 11 26 0 0
HiC_scaffold_11 380093 11 26 1 1
HiC_scaffold_13 12834053 11 26 1 1
HiC_scaffold_13 12892840 11 26 0 8
HiC_scaffold_11 380032 11 26 1 1
HiC_scaffold_11 434656 11 26 2 8
HiC_scaffold_11 622916 11 26 2 8
HiC_scaffold_11 456716 11 26 2 8
HiC_scaffold_11 924857 11 26 2 8
HiC_scaffold_11 2216340 11 26 8 11
HiC_scaffold_11 2470781 11 26 8 11
HiC_scaffold_11 2179527 11 26 8 11
HiC_scaffold_11 2248051 11 26 8 11
HiC_scaffold_11 2362361 11 26 11 11
HiC_scaffold_11 3545121 11 26 17 17
HiC_scaffold_11 3254936 11 26 17 18
HiC_scaffold_11 3168678 11 26 17 18
HiC_scaffold_11 4912880 11 26 21 22
HiC_scaffold_11 4030254 11 26 21 21
HiC_scaffold_11 4672414 11 26 22 22
HiC_scaffold_11 4308612 11 26 21 22
HiC_scaffold_11 5332367 11 26 24 25
HiC_scaffold_11 5581317 11 26 24 24
HiC_scaffold_11 4912531 11 26 22 24
HiC_scaffold_11 5228096 11 26 25 25
HiC_scaffold_11 5752369 11 26 25 32
HiC_scaffold_11 5812617 11 26 25 32
HiC_scaffold_11 5975438 11 26 32 33
HiC_scaffold_11 6201767 11 26 33 34
HiC_scaffold_11 6752992 11 26 34 35
HiC_scaffold_11 6679140 11 26 35 37
HiC_scaffold_11 7910543 11 26 37 39
HiC_scaffold_11 7742835 11 26 37 39
HiC_scaffold_11 8063792 11 26 37 39
HiC_scaffold_11 7742480 11 26 37 39
HiC_scaffold_11 8524426 11 26 41 41
HiC_scaffold_11 8494219 11 26 41 42
HiC_scaffold_11 9609188 11 26 42 47
HiC_scaffold_11 9609188 11 26 42 47
HiC_scaffold_21 7956942 21 27 0 0
HiC_scaffold_21 4407027 21 27 0 13
HiC_scaffold_21 3377481 21 27 13 15
HiC_scaffold_21 3377481 21 27 13 15
HiC_scaffold_21 4374110 21 27 13 15
HiC_scaffold_21 2413327 21 27 17 18
HiC_scaffold_21 4315472 21 27 0 18
HiC_scaffold_21 914705 21 27 18 20
HiC_scaffold_21 3002148 21 27 18 19
HiC_scaffold_21 869213 21 27 20 20
HiC_scaffold_21 164858 21 27 20 20
HiC_scaffold_21 164603 21 27 23 23
HiC_scaffold_22 10446496 22.2 28 0 0
HiC_scaffold_22 11211000 22.2 28 0 1
HiC_scaffold_22 10501755 22.2 28 0 1
HiC_scaffold_22 14791194 22.2 28 7 7
HiC_scaffold_22 13720590 22.2 28 7 20
HiC_scaffold_30 11038486 30 29 0 0
HiC_scaffold_30 9254436 30 29 0 5
HiC_scaffold_30 7695314 30 29 5 16
HiC_scaffold_30 7695308 30 29 5 16
HiC_scaffold_30 7308361 30 29 17 17
HiC_scaffold_30 7048706 30 29 17 17
HiC_scaffold_30 6411358 30 29 21 21
HiC_scaffold_30 5565559 30 29 21 23
HiC_scaffold_30 5292885 30 29 21 23
HiC_scaffold_30 5565717 30 29 21 23
HiC_scaffold_30 5100873 30 29 27 27
HiC_scaffold_30 3356313 30 29 27 32
HiC_scaffold_30 2701524 30 29 27 35
HiC_scaffold_30 2682837 30 29 27 32
HiC_scaffold_30 3356012 30 29 32 32
HiC_scaffold_30 2770916 30 29 32 35
HiC_scaffold_13 72222 13 2 0 1
HiC_scaffold_13 72222 13 2 0 1
HiC_scaffold_13 322972 13 2 0 1
HiC_scaffold_13 1014612 13 2 1 3
HiC_scaffold_13 1178003 13 2 1 3
HiC_scaffold_13 1177814 13 2 1 3
HiC_scaffold_13 1218725 13 2 1 3
HiC_scaffold_13 1229724 13 2 4 5
HiC_scaffold_13 1229604 13 2 4 5
HiC_scaffold_13 1541760 13 2 5 8
HiC_scaffold_13 1541760 13 2 5 8
HiC_scaffold_13 4961241 13 2 14 14
HiC_scaffold_13 4961241 13 2 14 14
HiC_scaffold_13 3958294 13 2 14 14
HiC_scaffold_13 4057967 13 2 14 14
HiC_scaffold_13 4477848 13 2 14 14
HiC_scaffold_13 5166373 13 2 14 14
HiC_scaffold_13 5976275 13 2 15 15
HiC_scaffold_13 7233158 13 2 15 16
HiC_scaffold_13 7218014 13 2 15 20
HiC_scaffold_13 7059635 13 2 15 17
HiC_scaffold_13 6451788 13 2 15 17
HiC_scaffold_13 6220290 13 2 15 16
HiC_scaffold_13 6452109 13 2 15 16
HiC_scaffold_13 6452109 13 2 15 16
HiC_scaffold_13 7856852 13 2 17 19
HiC_scaffold_13 9780440 13 2 15 19
HiC_scaffold_13 9098993 13 2 17 17
HiC_scaffold_13 8214010 13 2 17 17
HiC_scaffold_13 7856475 13 2 17 17
HiC_scaffold_13 10282950 13 2 17 20
HiC_scaffold_13 9780243 13 2 18 19
HiC_scaffold_13 10840903 13 2 18 19
HiC_scaffold_13 9440961 13 2 18 19
HiC_scaffold_13 8674843 13 2 17 19
HiC_scaffold_13 10840903 13 2 18 19
HiC_scaffold_13 10282870 13 2 18 20
HiC_scaffold_13 8674726 13 2 19 20
HiC_scaffold_13 11411391 13 2 20 23
HiC_scaffold_13 12001419 13 2 23 26
HiC_scaffold_13 12001419 13 2 23 26
HiC_scaffold_13 15615877 13 2 30 30
HiC_scaffold_13 14962369 13 2 30 34
HiC_scaffold_13 14720571 13 2 34 37
HiC_scaffold_13 14137286 13 2 37 40
HiC_scaffold_13 14284826 13 2 37 40
HiC_scaffold_13 14137248 13 2 37 40
HiC_scaffold_13 13815854 13 2 41 41
HiC_scaffold_13 13773980 13 2 41 45
HiC_scaffold_22 5301950 22.1 30 0 0
HiC_scaffold_22 4618403 22.1 30 0 4
HiC_scaffold_22 5396582 22.1 30 0 8
HiC_scaffold_22 3700322 22.1 30 4 8
HiC_scaffold_22 3424510 22.1 30 4 8
HiC_scaffold_22 2809259 22.1 30 8 8
HiC_scaffold_22 2414976 22.1 30 9 9
HiC_scaffold_22 2414878 22.1 30 9 15
HiC_scaffold_22 167302 22.1 30 15 20
HiC_scaffold_22 167518 22.1 30 15 20
HiC_scaffold_14 1993079 14 31 0 0
HiC_scaffold_14 2359246 14 31 0 1
HiC_scaffold_14 2362496 14 31 0 1
HiC_scaffold_14 2523669 14 31 2 2
HiC_scaffold_14 2359940 14 31 2 4
HiC_scaffold_14 2523813 14 31 2 4
HiC_scaffold_14 3407377 14 31 12 12
HiC_scaffold_14 4500888 14 31 9 14
HiC_scaffold_14 4608146 14 31 12 14
HiC_scaffold_14 6266079 14 31 14 19
HiC_scaffold_14 6265961 14 31 19 23
HiC_scaffold_4 1884356 4 3 0 0
HiC_scaffold_4 1884087 4 3 0 0
HiC_scaffold_4 1967719 4 3 0 2
HiC_scaffold_4 1524745 4 3 0 2
HiC_scaffold_4 1968002 4 3 0 2
HiC_scaffold_4 2953343 4 3 1 6
HiC_scaffold_4 2354411 4 3 2 2
HiC_scaffold_4 3489475 4 3 4 6
HiC_scaffold_4 3462127 4 3 4 6
HiC_scaffold_4 3811985 4 3 6 9
HiC_scaffold_4 3811985 4 3 6 11
HiC_scaffold_4 3784244 4 3 4 9
HiC_scaffold_4 3819787 4 3 9 12
HiC_scaffold_4 4270160 4 3 9 12
HiC_scaffold_4 3820077 4 3 9 12
HiC_scaffold_4 4790869 4 3 12 14
HiC_scaffold_4 4790588 4 3 12 14
HiC_scaffold_4 5314928 4 3 12 14
HiC_scaffold_4 4973613 4 3 12 14
HiC_scaffold_4 5169699 4 3 12 14
HiC_scaffold_4 5421057 4 3 14 14
HiC_scaffold_4 6444872 4 3 24 26
HiC_scaffold_4 6840845 4 3 24 26
HiC_scaffold_4 6841019 4 3 24 26
HiC_scaffold_4 6543100 4 3 24 28
HiC_scaffold_4 6543377 4 3 24 28
HiC_scaffold_4 7398078 4 3 26 28
HiC_scaffold_4 8773465 4 3 28 32
HiC_scaffold_4 9043869 4 3 28 32
HiC_scaffold_4 8598173 4 3 28 32
HiC_scaffold_4 9401126 4 3 28 32
HiC_scaffold_4 9155306 4 3 28 32
HiC_scaffold_4 10607831 4 3 32 35
HiC_scaffold_4 12555437 4 3 35 37
HiC_scaffold_4 12067735 4 3 35 37
HiC_scaffold_4 11581582 4 3 35 37
HiC_scaffold_4 12987614 4 3 32 38
HiC_scaffold_4 11856775 4 3 35 37
HiC_scaffold_4 11953695 4 3 35 37
HiC_scaffold_4 12500749 4 3 35 37
HiC_scaffold_4 13105891 4 3 38 38
HiC_scaffold_4 11638902 4 3 35 38
HiC_scaffold_4 13024088 4 3 38 38
HiC_scaffold_4 13040861 4 3 38 38
HiC_scaffold_4 13863807 4 3 42 42
HiC_scaffold_4 14371313 4 3 42 47
HiC_scaffold_4 14371313 4 3 42 47
HiC_scaffold_4 14438467 4 3 50 50
HiC_scaffold_4 15261228 4 3 50 52
HiC_scaffold_4 15897920 4 3 52 54
HiC_scaffold_4 15698500 4 3 52 53
HiC_scaffold_4 15698500 4 3 52 53
HiC_scaffold_4 15800514 4 3 54 54
HiC_scaffold_4 15800438 4 3 54 54
HiC_scaffold_4 15898248 4 3 55 55
HiC_scaffold_10 13641159 10 4 0 0
HiC_scaffold_10 13417155 10 4 0 4
HiC_scaffold_10 12181243 10 4 0 5
HiC_scaffold_10 12585852 10 4 0 5
HiC_scaffold_10 12385293 10 4 0 5
HiC_scaffold_10 11857162 10 4 8 8
HiC_scaffold_10 10890611 10 4 8 11
HiC_scaffold_10 10733191 10 4 8 11
HiC_scaffold_10 12097350 10 4 15 15
HiC_scaffold_10 8319058 10 4 15 22
HiC_scaffold_10 8210761 10 4 15 22
HiC_scaffold_10 8677238 10 4 15 22
HiC_scaffold_10 8371683 10 4 15 22
HiC_scaffold_10 9135523 10 4 15 22
HiC_scaffold_10 7130047 10 4 24 28
HiC_scaffold_10 7940320 10 4 24 24
HiC_scaffold_10 8055179 10 4 26 26
HiC_scaffold_10 6095603 10 4 26 28
HiC_scaffold_10 7097475 10 4 26 28
HiC_scaffold_10 5396786 10 4 28 29
HiC_scaffold_10 4924937 10 4 29 35
HiC_scaffold_10 5400978 10 4 29 32
HiC_scaffold_10 5546598 10 4 29 32
HiC_scaffold_10 5467613 10 4 29 32
HiC_scaffold_10 5401022 10 4 29 32
HiC_scaffold_10 5443469 10 4 29 32
HiC_scaffold_10 5501494 10 4 29 32
HiC_scaffold_10 5501445 10 4 29 32
HiC_scaffold_10 5445039 10 4 29 32
HiC_scaffold_10 5229789 10 4 33 33
HiC_scaffold_10 3978701 10 4 33 35
HiC_scaffold_10 3654505 10 4 35 36
HiC_scaffold_10 3654505 10 4 35 36
HiC_scaffold_10 4599939 10 4 33 36
HiC_scaffold_10 3036896 10 4 37 37
HiC_scaffold_10 3036815 10 4 37 37
HiC_scaffold_10 2308609 10 4 38 40
HiC_scaffold_10 2896494 10 4 38 40
HiC_scaffold_10 3434379 10 4 37 38
HiC_scaffold_10 2641742 10 4 39 40
HiC_scaffold_10 2785694 10 4 38 40
HiC_scaffold_10 851839 10 4 40 42
HiC_scaffold_10 858255 10 4 42 44
HiC_scaffold_10 1660697 10 4 42 44
HiC_scaffold_10 851839 10 4 44 44
HiC_scaffold_2 11911032 2 5 0 0
HiC_scaffold_2 11352584 2 5 0 5
HiC_scaffold_2 11729320 2 5 0 5
HiC_scaffold_2 11352584 2 5 0 5
HiC_scaffold_2 11344369 2 5 0 5
HiC_scaffold_2 11344150 2 5 0 5
HiC_scaffold_2 11729320 2 5 0 5
HiC_scaffold_2 11081915 2 5 0 5
HiC_scaffold_2 10910211 2 5 5 7
HiC_scaffold_2 10947449 2 5 5 7
HiC_scaffold_2 10947762 2 5 5 7
HiC_scaffold_2 9167406 2 5 7 9
HiC_scaffold_2 9167142 2 5 9 10
HiC_scaffold_2 8042906 2 5 10 13
HiC_scaffold_2 7011272 2 5 10 13
HiC_scaffold_2 7618713 2 5 10 13
HiC_scaffold_2 8446069 2 5 9 13
HiC_scaffold_2 8043220 2 5 10 13
HiC_scaffold_2 6697592 2 5 10 13
HiC_scaffold_2 7497974 2 5 13 13
HiC_scaffold_2 5583540 2 5 17 17
HiC_scaffold_2 5437710 2 5 17 18
HiC_scaffold_2 5437710 2 5 17 18
HiC_scaffold_2 5063587 2 5 17 22
HiC_scaffold_2 5722704 2 5 17 18
HiC_scaffold_2 5034146 2 5 22 22
HiC_scaffold_2 4468625 2 5 22 26
HiC_scaffold_2 4864272 2 5 22 24
HiC_scaffold_2 3345122 2 5 26 26
HiC_scaffold_2 3319274 2 5 26 27
HiC_scaffold_2 3319101 2 5 26 30
HiC_scaffold_2 613524 2 5 27 32
HiC_scaffold_2 3055470 2 5 27 30
HiC_scaffold_2 839038 2 5 32 32
HiC_scaffold_1 2782145 2 5 32 42
HiC_scaffold_1 2782441 2 5 40 42
HiC_scaffold_17 15186944 17 6 0 0
HiC_scaffold_17 14750439 17 6 0 3
HiC_scaffold_17 15068391 17 6 0 3
HiC_scaffold_17 14683129 17 6 3 5
HiC_scaffold_17 14371643 17 6 2 5
HiC_scaffold_17 14371440 17 6 3 5
HiC_scaffold_17 13160192 17 6 7 7
HiC_scaffold_17 13002028 17 6 7 8
HiC_scaffold_17 14038617 17 6 7 8
HiC_scaffold_17 13160192 17 6 7 7
HiC_scaffold_17 12467726 17 6 8 8
HiC_scaffold_17 13669534 17 6 7 8
HiC_scaffold_17 11572383 17 6 11 11
HiC_scaffold_17 11984485 17 6 11 11
HiC_scaffold_17 11723266 17 6 11 11
HiC_scaffold_17 11572383 17 6 11 11
HiC_scaffold_17 10328126 17 6 13 13
HiC_scaffold_17 7799885 17 6 13 15
HiC_scaffold_17 9937342 17 6 13 15
HiC_scaffold_17 9425345 17 6 13 15
HiC_scaffold_17 8196234 17 6 13 15
HiC_scaffold_17 9830343 17 6 13 15
HiC_scaffold_17 9472596 17 6 13 15
HiC_scaffold_17 9472561 17 6 13 15
HiC_scaffold_17 9855192 17 6 13 15
HiC_scaffold_17 7660955 17 6 13 15
HiC_scaffold_17 10822447 17 6 15 15
HiC_scaffold_17 7160920 17 6 21 24
HiC_scaffold_17 7161103 17 6 21 24
HiC_scaffold_17 6703035 17 6 21 24
HiC_scaffold_17 4854830 17 6 24 27
HiC_scaffold_17 5635868 17 6 24 27
HiC_scaffold_17 5599908 17 6 24 27
HiC_scaffold_17 4854947 17 6 24 27
HiC_scaffold_17 5282693 17 6 24 27
HiC_scaffold_17 6147352 17 6 24 30
HiC_scaffold_17 3529262 17 6 27 30
HiC_scaffold_17 3529516 17 6 24 30
HiC_scaffold_17 4301056 17 6 27 30
HiC_scaffold_17 3103888 17 6 30 34
HiC_scaffold_17 2239078 17 6 34 37
HiC_scaffold_17 2662572 17 6 34 37
HiC_scaffold_17 2239097 17 6 34 37
HiC_scaffold_17 1695634 17 6 34 37
HiC_scaffold_17 88143 17 6 40 40
HiC_scaffold_28 13916901 28 7 0 0
HiC_scaffold_28 13133554 28 7 0 2
HiC_scaffold_28 10910463 28 7 2 4
HiC_scaffold_28 12065067 28 7 2 4
HiC_scaffold_28 12941187 28 7 0 3
HiC_scaffold_28 12941187 28 7 0 3
HiC_scaffold_28 11531549 28 7 4 4
HiC_scaffold_28 11531794 28 7 4 4
HiC_scaffold_28 11966639 28 7 4 4
HiC_scaffold_28 11357498 28 7 4 4
HiC_scaffold_28 10297961 28 7 5 5
HiC_scaffold_28 10090314 28 7 5 10
HiC_scaffold_28 10628263 28 7 5 10
HiC_scaffold_28 8917276 28 7 10 11
HiC_scaffold_28 9363920 28 7 10 11
HiC_scaffold_28 7883843 28 7 13 13
HiC_scaffold_28 7535425 28 7 13 14
HiC_scaffold_28 7883843 28 7 13 14
HiC_scaffold_28 7253519 28 7 17 17
HiC_scaffold_28 6746013 28 7 17 18
HiC_scaffold_28 7133330 28 7 17 18
HiC_scaffold_28 6952487 28 7 17 18
HiC_scaffold_28 6283264 28 7 19 19
HiC_scaffold_28 5921243 28 7 19 22
HiC_scaffold_28 5289146 28 7 22 23
HiC_scaffold_28 5412260 28 7 22 23
HiC_scaffold_28 4515240 28 7 19 24
HiC_scaffold_28 5407824 28 7 19 24
HiC_scaffold_28 4589834 28 7 24 24
HiC_scaffold_28 4346816 28 7 24 24
HiC_scaffold_28 4504136 28 7 22 24
HiC_scaffold_28 4234433 28 7 24 24
HiC_scaffold_28 3850419 28 7 27 27
HiC_scaffold_28 2824179 28 7 27 32
HiC_scaffold_28 2317594 28 7 32 34
HiC_scaffold_28 2317374 28 7 32 34
HiC_scaffold_28 2123467 28 7 35 35
HiC_scaffold_28 1033132 28 7 35 38
HiC_scaffold_28 1490558 28 7 35 38
HiC_scaffold_28 1099159 28 7 37 38
HiC_scaffold_28 340173 28 7 40 42
HiC_scaffold_28 401577 28 7 40 42
HiC_scaffold_28 84133 28 7 40 42
HiC_scaffold_7 12364736 7 8 0 0
HiC_scaffold_7 12364736 7 8 0 0
HiC_scaffold_7 12081867 7 8 1 1
HiC_scaffold_7 12452694 7 8 1 1
HiC_scaffold_7 11607149 7 8 4 4
HiC_scaffold_7 11575938 7 8 4 4
HiC_scaffold_7 11261923 7 8 4 5
HiC_scaffold_7 11607149 7 8 4 4
HiC_scaffold_7 11387582 7 8 4 4
HiC_scaffold_7 10516290 7 8 5 5
HiC_scaffold_7 10685232 7 8 5 6
HiC_scaffold_7 10685232 7 8 5 6
HiC_scaffold_7 10547739 7 8 5 6
HiC_scaffold_7 10682419 7 8 5 6
HiC_scaffold_7 10685260 7 8 5 6
HiC_scaffold_7 10516290 7 8 8 8
HiC_scaffold_7 9333876 7 8 8 18
HiC_scaffold_7 10178774 7 8 8 13
HiC_scaffold_7 10146055 7 8 8 13
HiC_scaffold_7 10145773 7 8 8 13
HiC_scaffold_7 9291230 7 8 15 18
HiC_scaffold_7 9291159 7 8 15 18
HiC_scaffold_7 8529555 7 8 18 22
HiC_scaffold_7 8529826 7 8 18 20
HiC_scaffold_7 9171851 7 8 22 22
HiC_scaffold_7 8422725 7 8 22 24
HiC_scaffold_7 8154219 7 8 24 25
HiC_scaffold_7 8154273 7 8 24 25
HiC_scaffold_7 7092808 7 8 27 29
HiC_scaffold_7 7394108 7 8 27 29
HiC_scaffold_7 7092720 7 8 27 29
HiC_scaffold_7 7120631 7 8 27 29
HiC_scaffold_7 6446064 7 8 29 31
HiC_scaffold_7 6531406 7 8 29 30
HiC_scaffold_7 6531406 7 8 29 30
HiC_scaffold_7 6264994 7 8 31 31
HiC_scaffold_7 6264994 7 8 31 31
HiC_scaffold_7 5907392 7 8 32 32
HiC_scaffold_7 5878134 7 8 32 32
HiC_scaffold_7 5918030 7 8 32 32
HiC_scaffold_7 5543433 7 8 33 34
HiC_scaffold_7 5318379 7 8 31 31
HiC_scaffold_7 5031721 7 8 33 36
HiC_scaffold_7 4536604 7 8 33 36
HiC_scaffold_7 4828421 7 8 33 38
HiC_scaffold_7 2413986 7 8 36 38
HiC_scaffold_7 2460358 7 8 38 39
HiC_scaffold_7 1835180 7 8 39 42
HiC_scaffold_7 1763530 7 8 39 42
HiC_scaffold_7 1536963 7 8 43 43
HiC_scaffold_7 1302923 7 8 43 46
HiC_scaffold_7 1483324 7 8 43 46
HiC_scaffold_7 1483432 7 8 46 46
HiC_scaffold_7 236728 7 8 46 48
HiC_scaffold_12 4825607 12 9 0 4
HiC_scaffold_12 4458517 12 9 0 1
HiC_scaffold_12 4825607 12 9 0 4
HiC_scaffold_12 4573451 12 9 0 1
HiC_scaffold_12 4825920 12 9 0 1
HiC_scaffold_12 2758246 12 9 4 12
HiC_scaffold_12 2760288 12 9 4 5
HiC_scaffold_12 3187069 12 9 4 5
HiC_scaffold_12 2752737 12 9 5 5
HiC_scaffold_12 3187003 12 9 6 6
HiC_scaffold_12 2089433 12 9 6 12
HiC_scaffold_12 2656213 12 9 5 7
HiC_scaffold_12 1466256 12 9 9 9
HiC_scaffold_12 2147941 12 9 9 10
HiC_scaffold_12 1807236 12 9 9 10
HiC_scaffold_12 1713551 12 9 12 12
HiC_scaffold_12 1713402 12 9 12 12
HiC_scaffold_12 713800 12 9 16 16
HiC_scaffold_12 714120 12 9 16 16
HiC_scaffold_12 464735 12 9 18 18
HiC_scaffold_12 340566 12 9 16 18
HiC_scaffold_12 195235 12 9 19 19
HiC_scaffold_12 194896 12 9 18 19
